model,dataset,mode,prompt_version,opt_seed,ref_field,eval_code_rev,timestamp_utc,score_file,overall_acc,parsed_rate,n,acc:MINE,f1:MINE,n:MINE,pred_frac:MINE,acc:PERSON_k,f1:PERSON_k,n:PERSON_k,pred_frac:PERSON_k,acc:SHARED,f1:SHARED,n:SHARED,pred_frac:SHARED,acc:AMBIGUOUS,f1:AMBIGUOUS,n:AMBIGUOUS,pred_frac:AMBIGUOUS,macro_f1,abstain_precision,abstain_recall,over_abstention_rate,acc:taxonomy=A,n:taxonomy=A,acc:taxonomy=B,n:taxonomy=B,acc:taxonomy=C,n:taxonomy=C,acc:taxonomy=D,n:taxonomy=D,acc:source_dataset=ego4d,n:source_dataset=ego4d,acc:source_dataset=egolife,n:source_dataset=egolife,acc:source_dataset=hd_epic,n:source_dataset=hd_epic,serving_artifact_suspected,exclude_from_main_table,acc:source_dataset=ego4d_fho,n:source_dataset=ego4d_fho,acc:source_dataset=epic_kitchens,n:source_dataset=epic_kitchens
T20260719-163122,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T17:23:47+00:00,EgoSweep_Qwen72B/T20260719-163122/EgoSweep_Qwen72B_EgoOwn_Blind_score.json,0.23613263092655717,1.0,3227,0.19550173010380623,0.3128,1156,0.08955686396033467,0.23937908496732027,0.3486,1224,0.14161760148744965,0.1750358680057389,0.2874,697,0.04710257204834211,0.8066666666666666,0.0976,150,0.7217229625038736,0.2616,0.052,0.8067,0.7176,0.21906565656565657,1584.0,0.2290748898678414,1362.0,0.3107344632768362,177.0,0.46153846153846156,104.0,0.21375556655121228,2021.0,0.35431918008784774,683.0,0.1682600382409178,523.0,Single≈Blind (Single acc 0.2412 vs Blind 0.2361; image under-utilized). Served via OpenRouter default routing (Nebius/Parasail). EXCLUDE from main table; see ISSUES.md 72B section.,True,,,,
T20260719-163122,EgoOwn_Single,single,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T16:52:45+00:00,EgoSweep_Qwen72B/T20260719-163122/EgoSweep_Qwen72B_EgoOwn_Single_score.json,0.2411655300681959,0.9996900185988841,3226,0.21731601731601732,0.3264,1155,0.11872287662740236,0.0784313725490196,0.1425,1224,0.03812771233725976,0.48206599713055953,0.4313,697,0.26689398636081835,0.6333333333333333,0.0946,150,0.5759454432734036,0.2487,0.0511,0.6333,0.5731,0.25,1584.0,0.213078618662748,1361.0,0.24293785310734464,177.0,0.47115384615384615,104.0,0.23701138050470064,2021.0,0.3191800878477306,683.0,0.15517241379310345,522.0,Single≈Blind (Single acc 0.2412 vs Blind 0.2361; image under-utilized). Served via OpenRouter default routing (Nebius/Parasail). EXCLUDE from main table; see ISSUES.md 72B section.,True,,,,
T20260719-163122,EgoOwn,sparse,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T17:22:14+00:00,EgoSweep_Qwen72B/T20260719-163122/EgoSweep_Qwen72B_EgoOwn_score.json,0.3504803222807561,1.0,3227,0.2422145328719723,0.347,1156,0.14192748682987294,0.3088235294117647,0.4362,1224,0.15773163929346143,0.5581061692969871,0.4978,697,0.26836070653858074,0.56,0.1088,150,0.4319801673380849,0.3474,0.0603,0.56,0.4257,0.3402777777777778,1584.0,0.34948604992657856,1362.0,0.3615819209039548,177.0,0.5,104.0,0.3839683325086591,2021.0,0.36749633967789164,683.0,0.1988527724665392,523.0,Single≈Blind (Single acc 0.2412 vs Blind 0.2361; image under-utilized). Served via OpenRouter default routing (Nebius/Parasail). EXCLUDE from main table; see ISSUES.md 72B section.,True,,,,
EgoSweep_Qwen72B_Local,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-21T14:56:58+00:00,EgoSweep_Qwen72B_Local/EgoSweep_Qwen72B_Local_EgoOwn_Blind_score.json,0.2959405020142547,1.0,3227,0.2231833910034602,0.347,1156,0.10257204834211342,0.33251633986928103,0.44,1224,0.19398822435698793,0.24820659971305595,0.3781,697,0.06755500464828014,0.78,0.1063,150,0.6358847226526185,0.3179,0.057,0.78,0.6289,0.2708333333333333,1584.0,0.30323054331864907,1362.0,0.3615819209039548,177.0,0.47115384615384615,104.0,0.29143988124690745,2021.0,0.39092240117130306,683.0,0.18929254302103252,523.0,,,,,,
EgoSweep_Qwen72B_Local,EgoOwn_Single,single,v2-2026-07-04,0,human_label,492a050,2026-07-21T14:50:05+00:00,EgoSweep_Qwen72B_Local/EgoSweep_Qwen72B_Local_EgoOwn_Single_score.json,0.3180409175449473,1.0,3226,0.29264069264069265,0.4005,1155,0.1652200867947923,0.16013071895424835,0.2642,1224,0.08059516429014259,0.6083213773314203,0.453,697,0.3642281463112213,0.4533333333333333,0.0966,150,0.3899566026038438,0.3036,0.0541,0.4533,0.3869,0.32323232323232326,1584.0,0.29977957384276266,1361.0,0.3389830508474576,177.0,0.4423076923076923,104.0,0.31667491340920334,2021.0,0.39970717423133234,683.0,0.2164750957854406,522.0,,,,,,
EgoSweep_Qwen72B_Local,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-21T11:50:46+00:00,EgoSweep_Qwen72B_Local/EgoSweep_Qwen72B_Local_EgoOwn_score.json,0.4428261543229005,0.9993802293151534,3227,0.3365051903114187,0.4403,1156,0.18933994422063835,0.4665032679738562,0.5676,1224,0.24418964982956307,0.5868005738880918,0.4901,697,0.3012085528354509,0.4,0.1195,150,0.2646420824295011,0.4044,0.0703,0.4,0.258,0.42803030303030304,1584.0,0.4647577092511013,1362.0,0.3898305084745763,177.0,0.47115384615384615,104.0,0.47996041563582387,2021.0,0.45534407027818447,683.0,0.2829827915869981,523.0,,,,,,
EgoSweep_Qwen7B_Local,EgoOwn_Method,sparse,v2-2026-07-04+evidence_cot-v1,0,human_label,492a050,2026-07-22T00:53:56+00:00,EgoSweep_Qwen7B_Local/EgoSweep_Qwen7B_Local_EgoOwn_Method_score.json,0.40068174775333126,0.9993802293151534,3227,0.3633217993079585,0.4615,1156,0.20576386736907346,0.4011437908496732,0.4699,1224,0.26836070653858074,0.4935437589670014,0.3891,697,0.3318872017353579,0.25333333333333335,0.0982,150,0.1933684536721413,0.3547,0.0609,0.2533,0.1904,0.37815656565656564,1584.0,0.43832599118942733,1362.0,0.3954802259887006,177.0,0.25961538461538464,104.0,0.3958436417615042,2021.0,0.4670571010248902,683.0,0.3326959847036329,523.0,,,,,,
EgoSweep_Qwen7B_Local,EgoOwn_Single_Method,single,v2-2026-07-04+evidence_cot-v1,0,human_label,492a050,2026-07-22T01:49:28+00:00,EgoSweep_Qwen7B_Local/EgoSweep_Qwen7B_Local_EgoOwn_Single_Method_score.json,0.3434593924364538,1.0,3226,0.3497835497835498,0.4401,1155,0.2110973341599504,0.2181372549019608,0.323,1224,0.13298202107873527,0.5437589670014347,0.4142,697,0.3512089274643521,0.38666666666666666,0.1024,150,0.30471171729696217,0.3199,0.059,0.3867,0.3007,0.3453282828282828,1584.0,0.3475385745775165,1361.0,0.327683615819209,177.0,0.28846153846153844,104.0,0.3330034636318654,2021.0,0.43045387994143486,683.0,0.27011494252873564,522.0,,,,,,
T20260721-224733,EgoOwn_Method,sparse,v2-2026-07-04+evidence_cot-v1,0,human_label,492a050,2026-07-22T00:53:56+00:00,EgoSweep_Qwen7B_Local/T20260721-224733/EgoSweep_Qwen7B_Local_EgoOwn_Method_score.json,0.40068174775333126,0.9993802293151534,3227,0.3633217993079585,0.4615,1156,0.20576386736907346,0.4011437908496732,0.4699,1224,0.26836070653858074,0.4935437589670014,0.3891,697,0.3318872017353579,0.25333333333333335,0.0982,150,0.1933684536721413,0.3547,0.0609,0.2533,0.1904,0.37815656565656564,1584.0,0.43832599118942733,1362.0,0.3954802259887006,177.0,0.25961538461538464,104.0,0.3958436417615042,2021.0,0.4670571010248902,683.0,0.3326959847036329,523.0,,,,,,
T20260721-224733,EgoOwn_Single_Method,single,v2-2026-07-04+evidence_cot-v1,0,human_label,492a050,2026-07-22T01:49:28+00:00,EgoSweep_Qwen7B_Local/T20260721-224733/EgoSweep_Qwen7B_Local_EgoOwn_Single_Method_score.json,0.3434593924364538,1.0,3226,0.3497835497835498,0.4401,1155,0.2110973341599504,0.2181372549019608,0.323,1224,0.13298202107873527,0.5437589670014347,0.4142,697,0.3512089274643521,0.38666666666666666,0.1024,150,0.30471171729696217,0.3199,0.059,0.3867,0.3007,0.3453282828282828,1584.0,0.3475385745775165,1361.0,0.327683615819209,177.0,0.28846153846153844,104.0,0.3330034636318654,2021.0,0.43045387994143486,683.0,0.27011494252873564,522.0,,,,,,
EgoThinker-v1,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-21T01:58:47+00:00,EgoThinker-v1/EgoThinker-v1_EgoOwn_Blind_score.json,0.4945770065075922,1.0,3227,0.29411764705882354,0.4304,1156,0.13139138518748064,0.9281045751633987,0.6318,1224,0.7350480322280756,0.16642754662840745,0.2166,697,0.11589711806631546,0.02666666666666667,0.0386,150,0.017663464518128294,0.3294,0.0702,0.0267,0.0172,0.4166666666666667,1584.0,0.6138032305433186,1362.0,0.480225988700565,177.0,0.14423076923076922,104.0,0.5789213260762,2021.0,0.4802342606149341,683.0,0.18738049713193117,523.0,,,,,,
EgoThinker-v1,EgoOwn_Single,single,v2-2026-07-04,0,human_label,492a050,2026-07-21T02:57:19+00:00,EgoThinker-v1/EgoThinker-v1_EgoOwn_Single_score.json,0.5061996280223187,1.0,3226,0.47186147186147187,0.555,1155,0.25077495350278983,0.6119281045751634,0.6053,1224,0.38778673279603226,0.47919655667144906,0.3713,697,0.3415995040297582,0.03333333333333333,0.0467,150,0.019838809671419714,0.3946,0.0781,0.0333,0.0192,0.48926767676767674,1584.0,0.56208670095518,1361.0,0.4124293785310734,177.0,0.19230769230769232,104.0,0.5239980207817911,2021.0,0.49194729136163984,683.0,0.4559386973180077,522.0,,,,,,
EgoThinker-v1,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-21T19:55:38+00:00,EgoThinker-v1/EgoThinker-v1_EgoOwn_score.json,0.544468546637744,1.0,3227,0.5051903114186851,0.5935,1156,0.25162689804772237,0.7761437908496732,0.6456,1224,0.5326929036256585,0.3199426111908178,0.3255,697,0.20855283545088318,0.0,0.0,150,0.007127362875735978,0.3912,0.0,0.0,0.0075,0.5056818181818182,1584.0,0.6270190895741556,1362.0,0.4915254237288136,177.0,0.14423076923076922,104.0,0.5517070757050965,2021.0,0.5109809663250366,683.0,0.5602294455066922,523.0,,,,,,
T20260721-013652,EgoOwn_Single,single,v2-2026-07-04,0,human_label,492a050,2026-07-21T02:57:19+00:00,EgoThinker-v1/T20260721-013652/EgoThinker-v1_EgoOwn_Single_score.json,0.5061996280223187,1.0,3226,0.47186147186147187,0.555,1155,0.25077495350278983,0.6119281045751634,0.6053,1224,0.38778673279603226,0.47919655667144906,0.3713,697,0.3415995040297582,0.03333333333333333,0.0467,150,0.019838809671419714,0.3946,0.0781,0.0333,0.0192,0.48926767676767674,1584.0,0.56208670095518,1361.0,0.4124293785310734,177.0,0.19230769230769232,104.0,0.5239980207817911,2021.0,0.49194729136163984,683.0,0.4559386973180077,522.0,,,,,,
T20260721-013653,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-21T01:58:47+00:00,EgoThinker-v1/T20260721-013653/EgoThinker-v1_EgoOwn_Blind_score.json,0.4945770065075922,1.0,3227,0.29411764705882354,0.4304,1156,0.13139138518748064,0.9281045751633987,0.6318,1224,0.7350480322280756,0.16642754662840745,0.2166,697,0.11589711806631546,0.02666666666666667,0.0386,150,0.017663464518128294,0.3294,0.0702,0.0267,0.0172,0.4166666666666667,1584.0,0.6138032305433186,1362.0,0.480225988700565,177.0,0.14423076923076922,104.0,0.5789213260762,2021.0,0.4802342606149341,683.0,0.18738049713193117,523.0,,,,,,
T20260721-145841,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-21T19:55:38+00:00,EgoThinker-v1/T20260721-145841/EgoThinker-v1_EgoOwn_score.json,0.544468546637744,1.0,3227,0.5051903114186851,0.5935,1156,0.25162689804772237,0.7761437908496732,0.6456,1224,0.5326929036256585,0.3199426111908178,0.3255,697,0.20855283545088318,0.0,0.0,150,0.007127362875735978,0.3912,0.0,0.0,0.0075,0.5056818181818182,1584.0,0.6270190895741556,1362.0,0.4915254237288136,177.0,0.14423076923076922,104.0,0.5517070757050965,2021.0,0.5109809663250366,683.0,0.5602294455066922,523.0,,,,,,
Qwen2.5-Omni-3B,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-20T21:20:36+00:00,Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_Blind_score.json,0.36969321351100093,1.0,3227,0.7024221453287197,0.4829,1156,0.6839169507282306,0.2549019607843137,0.3216,1224,0.2218779051750852,0.09325681492109039,0.1366,697,0.07902076231794236,0.02666666666666667,0.0402,150,0.015184381778741865,0.2453,0.0816,0.0267,0.0146,0.3977272727272727,1584.0,0.3604992657856094,1362.0,0.3559322033898305,177.0,0.08653846153846154,104.0,0.26917367639782286,2021.0,0.5285505124450952,683.0,0.5506692160611855,523.0,,,,,,
Qwen2.5-Omni-3B,EgoOwn_Single,single,v2-2026-07-04,0,human_label,492a050,2026-07-20T16:18:15+00:00,Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_Single_score.json,0.5158090514569126,1.0,3226,0.7991341991341991,0.6228,1155,0.5607563546187229,0.5702614379084967,0.5535,1224,0.4023558586484811,0.06169296987087518,0.1059,697,0.0356478611283323,0.0,0.0,150,0.0012399256044637321,0.3206,0.0,0.0,0.0013,0.5429292929292929,1584.0,0.526818515797208,1361.0,0.4350282485875706,177.0,0.09615384615384616,104.0,0.44730331519049976,2021.0,0.5841874084919473,683.0,0.6915708812260536,522.0,,,,,,
Qwen2.5-Omni-3B,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-20T21:09:19+00:00,Qwen2.5-Omni-3B/Qwen2.5-Omni-3B_EgoOwn_score.json,0.5230864580105361,1.0,3227,0.8295847750865052,0.6413,1156,0.5686396033467617,0.5155228758169934,0.5318,1224,0.3560582584443756,0.1406025824964132,0.2085,697,0.07530213820886272,0.0,0.0,150,0.0,0.3454,,0.0,0.0,0.5606060606060606,1584.0,0.5168869309838473,1362.0,0.4915254237288136,177.0,0.08653846153846154,104.0,0.437902028698664,2021.0,0.6105417276720352,683.0,0.7380497131931166,523.0,,,,,,
T20260720-143643,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-20T21:20:36+00:00,Qwen2.5-Omni-3B/T20260720-143643/Qwen2.5-Omni-3B_EgoOwn_Blind_score.json,0.36969321351100093,1.0,3227,0.7024221453287197,0.4829,1156,0.6839169507282306,0.2549019607843137,0.3216,1224,0.2218779051750852,0.09325681492109039,0.1366,697,0.07902076231794236,0.02666666666666667,0.0402,150,0.015184381778741865,0.2453,0.0816,0.0267,0.0146,0.3977272727272727,1584.0,0.3604992657856094,1362.0,0.3559322033898305,177.0,0.08653846153846154,104.0,0.26917367639782286,2021.0,0.5285505124450952,683.0,0.5506692160611855,523.0,,,,,,
T20260720-143643,EgoOwn_Single,single,v2-2026-07-04,0,human_label,492a050,2026-07-20T16:18:15+00:00,Qwen2.5-Omni-3B/T20260720-143643/Qwen2.5-Omni-3B_EgoOwn_Single_score.json,0.5158090514569126,1.0,3226,0.7991341991341991,0.6228,1155,0.5607563546187229,0.5702614379084967,0.5535,1224,0.4023558586484811,0.06169296987087518,0.1059,697,0.0356478611283323,0.0,0.0,150,0.0012399256044637321,0.3206,0.0,0.0,0.0013,0.5429292929292929,1584.0,0.526818515797208,1361.0,0.4350282485875706,177.0,0.09615384615384616,104.0,0.44730331519049976,2021.0,0.5841874084919473,683.0,0.6915708812260536,522.0,,,,,,
T20260720-143643,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-20T21:09:19+00:00,Qwen2.5-Omni-3B/T20260720-143643/Qwen2.5-Omni-3B_EgoOwn_score.json,0.5230864580105361,1.0,3227,0.8295847750865052,0.6413,1156,0.5686396033467617,0.5155228758169934,0.5318,1224,0.3560582584443756,0.1406025824964132,0.2085,697,0.07530213820886272,0.0,0.0,150,0.0,0.3454,,0.0,0.0,0.5606060606060606,1584.0,0.5168869309838473,1362.0,0.4915254237288136,177.0,0.08653846153846154,104.0,0.437902028698664,2021.0,0.6105417276720352,683.0,0.7380497131931166,523.0,,,,,,
Qwen2.5-Omni-7B,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,90a5257,2026-07-19T09:36:09+00:00,Qwen2.5-Omni-7B/Qwen2.5-Omni-7B_EgoOwn_Blind_score.json,0.3594669972110319,1.0,3227,0.08131487889273356,0.1473,1156,0.03718624109079641,0.6674836601307189,0.5988,1224,0.46637744034707157,0.24964131994261118,0.2829,697,0.1651688875116207,0.5,0.1231,150,0.3312674310505113,0.288,0.0702,0.5,0.323,0.30303030303030304,1584.0,0.43245227606461084,1362.0,0.2937853107344633,177.0,0.375,104.0,0.45818901533894113,2021.0,0.2108345534407028,683.0,0.17208413001912046,523.0,,,,,,
Qwen2.5-Omni-7B,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T03:03:40+00:00,Qwen2.5-Omni-7B/Qwen2.5-Omni-7B_EgoOwn_Single_score.json,0.4274643521388717,1.0,3226,0.22424242424242424,0.346,1155,0.1060136391816491,0.5580065359477124,0.5591,1224,0.3778673279603224,0.6212338593974175,0.3931,697,0.46683199008059517,0.02666666666666667,0.0259,150,0.04928704277743336,0.331,0.0252,0.0267,0.0504,0.3851010101010101,1584.0,0.5011021307861866,1361.0,0.3898305084745763,177.0,0.17307692307692307,104.0,0.5037110341415141,2021.0,0.2635431918008785,683.0,0.34674329501915707,522.0,,,,,,
Qwen2.5-Omni-7B,EgoOwn,sparse,v2-2026-07-04,0,human_label,90a5257,2026-07-19T09:25:35+00:00,Qwen2.5-Omni-7B/Qwen2.5-Omni-7B_EgoOwn_score.json,0.4769135419894639,1.0,3227,0.30103806228373703,0.4334,1156,0.13944840409048653,0.6584967320261438,0.5975,1224,0.45677099473194915,0.5466284074605452,0.396,697,0.38022931515339325,0.02666666666666667,0.0354,150,0.023551286024171055,0.3656,0.0526,0.0267,0.0234,0.45454545454545453,1584.0,0.5337738619676946,1362.0,0.4293785310734463,177.0,0.15384615384615385,104.0,0.5378525482434439,2021.0,0.30600292825768666,683.0,0.4646271510516252,523.0,,,,,,
T20260719-003430,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,90a5257,2026-07-19T09:36:09+00:00,Qwen2.5-Omni-7B/T20260719-003430/Qwen2.5-Omni-7B_EgoOwn_Blind_score.json,0.3594669972110319,1.0,3227,0.08131487889273356,0.1473,1156,0.03718624109079641,0.6674836601307189,0.5988,1224,0.46637744034707157,0.24964131994261118,0.2829,697,0.1651688875116207,0.5,0.1231,150,0.3312674310505113,0.288,0.0702,0.5,0.323,0.30303030303030304,1584.0,0.43245227606461084,1362.0,0.2937853107344633,177.0,0.375,104.0,0.45818901533894113,2021.0,0.2108345534407028,683.0,0.17208413001912046,523.0,,,,,,
T20260719-003430,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T03:03:40+00:00,Qwen2.5-Omni-7B/T20260719-003430/Qwen2.5-Omni-7B_EgoOwn_Single_score.json,0.4274643521388717,1.0,3226,0.22424242424242424,0.346,1155,0.1060136391816491,0.5580065359477124,0.5591,1224,0.3778673279603224,0.6212338593974175,0.3931,697,0.46683199008059517,0.02666666666666667,0.0259,150,0.04928704277743336,0.331,0.0252,0.0267,0.0504,0.3851010101010101,1584.0,0.5011021307861866,1361.0,0.3898305084745763,177.0,0.17307692307692307,104.0,0.5037110341415141,2021.0,0.2635431918008785,683.0,0.34674329501915707,522.0,,,,,,
T20260719-003430,EgoOwn,sparse,v2-2026-07-04,0,human_label,90a5257,2026-07-19T09:25:35+00:00,Qwen2.5-Omni-7B/T20260719-003430/Qwen2.5-Omni-7B_EgoOwn_score.json,0.4769135419894639,1.0,3227,0.30103806228373703,0.4334,1156,0.13944840409048653,0.6584967320261438,0.5975,1224,0.45677099473194915,0.5466284074605452,0.396,697,0.38022931515339325,0.02666666666666667,0.0354,150,0.023551286024171055,0.3656,0.0526,0.0267,0.0234,0.45454545454545453,1584.0,0.5337738619676946,1362.0,0.4293785310734463,177.0,0.15384615384615385,104.0,0.5378525482434439,2021.0,0.30600292825768666,683.0,0.4646271510516252,523.0,,,,,,
Qwen2.5-VL-32B-Instruct,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-20T14:35:38+00:00,Qwen2.5-VL-32B-Instruct/Qwen2.5-VL-32B-Instruct_EgoOwn_Blind_score.json,0.19925627517818406,1.0,3227,0.09948096885813149,0.1737,1156,0.052060737527114966,0.25735294117647056,0.3598,1224,0.16330957545708089,0.12482065997130559,0.2151,697,0.03470715835140998,0.84,0.0981,150,0.7499225286643941,0.2117,0.0521,0.84,0.7455,0.18118686868686867,1584.0,0.19676945668135096,1362.0,0.1807909604519774,177.0,0.5384615384615384,104.0,0.2132607619990104,2021.0,0.1800878477306003,683.0,0.1701720841300191,523.0,,,,,,
Qwen2.5-VL-32B-Instruct,EgoOwn_Single,single,v2-2026-07-04,0,human_label,1929af9,2026-07-20T04:19:34+00:00,Qwen2.5-VL-32B-Instruct/Qwen2.5-VL-32B-Instruct_EgoOwn_Single_score.json,0.42901425914445135,1.0,3226,0.6303030303030303,0.6118,1155,0.379727216367018,0.32598039215686275,0.4547,1224,0.16460012399256044,0.28694404591104733,0.337,697,0.15189088654680719,0.38,0.1009,150,0.30378177309361437,0.3761,0.0582,0.38,0.3001,0.44507575757575757,1584.0,0.42689199118295373,1361.0,0.3220338983050847,177.0,0.3942307692307692,104.0,0.351311232063335,2021.0,0.5051244509516838,683.0,0.6302681992337165,522.0,,,,,,
Qwen2.5-VL-32B-Instruct,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-20T14:00:31+00:00,Qwen2.5-VL-32B-Instruct/Qwen2.5-VL-32B-Instruct_EgoOwn_score.json,0.5416795785559343,1.0,3227,0.7378892733564014,0.6494,1156,0.45584133870467924,0.6209150326797386,0.6318,1224,0.3662844747443446,0.15781922525107603,0.2277,697,0.08335915711186861,0.16666666666666666,0.1099,150,0.09451502943910753,0.4047,0.082,0.1667,0.091,0.5359848484848485,1584.0,0.5822320117474302,1362.0,0.4632768361581921,177.0,0.23076923076923078,104.0,0.48243443839683325,2021.0,0.5768667642752562,683.0,0.7246653919694073,523.0,,,,,,
T20260720-004133,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,492a050,2026-07-20T14:35:38+00:00,Qwen2.5-VL-32B-Instruct/T20260720-004133/Qwen2.5-VL-32B-Instruct_EgoOwn_Blind_score.json,0.19925627517818406,1.0,3227,0.09948096885813149,0.1737,1156,0.052060737527114966,0.25735294117647056,0.3598,1224,0.16330957545708089,0.12482065997130559,0.2151,697,0.03470715835140998,0.84,0.0981,150,0.7499225286643941,0.2117,0.0521,0.84,0.7455,0.18118686868686867,1584.0,0.19676945668135096,1362.0,0.1807909604519774,177.0,0.5384615384615384,104.0,0.2132607619990104,2021.0,0.1800878477306003,683.0,0.1701720841300191,523.0,,,,,,
T20260720-004133,EgoOwn_Single,single,v2-2026-07-04,0,human_label,1929af9,2026-07-20T04:19:34+00:00,Qwen2.5-VL-32B-Instruct/T20260720-004133/Qwen2.5-VL-32B-Instruct_EgoOwn_Single_score.json,0.42901425914445135,1.0,3226,0.6303030303030303,0.6118,1155,0.379727216367018,0.32598039215686275,0.4547,1224,0.16460012399256044,0.28694404591104733,0.337,697,0.15189088654680719,0.38,0.1009,150,0.30378177309361437,0.3761,0.0582,0.38,0.3001,0.44507575757575757,1584.0,0.42689199118295373,1361.0,0.3220338983050847,177.0,0.3942307692307692,104.0,0.351311232063335,2021.0,0.5051244509516838,683.0,0.6302681992337165,522.0,,,,,,
T20260720-004133,EgoOwn,sparse,v2-2026-07-04,0,human_label,492a050,2026-07-20T14:00:31+00:00,Qwen2.5-VL-32B-Instruct/T20260720-004133/Qwen2.5-VL-32B-Instruct_EgoOwn_score.json,0.5416795785559343,1.0,3227,0.7378892733564014,0.6494,1156,0.45584133870467924,0.6209150326797386,0.6318,1224,0.3662844747443446,0.15781922525107603,0.2277,697,0.08335915711186861,0.16666666666666666,0.1099,150,0.09451502943910753,0.4047,0.082,0.1667,0.091,0.5359848484848485,1584.0,0.5822320117474302,1362.0,0.4632768361581921,177.0,0.23076923076923078,104.0,0.48243443839683325,2021.0,0.5768667642752562,683.0,0.7246653919694073,523.0,,,,,,
Qwen2.5-VL-3B-Instruct,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T16:30:41+00:00,Qwen2.5-VL-3B-Instruct/Qwen2.5-VL-3B-Instruct_EgoOwn_Blind_score.json,0.33250697242020455,1.0,3227,0.7249134948096886,0.4861,1156,0.7102572048342113,0.0718954248366013,0.1298,1224,0.040904865199876045,0.17360114777618366,0.2398,697,0.09668422683607066,0.17333333333333334,0.0811,150,0.15215370312984197,0.2342,0.053,0.1733,0.1511,0.37247474747474746,1584.0,0.290014684287812,1362.0,0.3898305084745763,177.0,0.18269230769230768,104.0,0.19445818901533893,2021.0,0.5519765739385066,683.0,0.5793499043977055,523.0,,,,,,
Qwen2.5-VL-3B-Instruct,EgoOwn_Single,single,v2-2026-07-04,0,human_label,90a5257,2026-07-19T11:28:04+00:00,Qwen2.5-VL-3B-Instruct/Qwen2.5-VL-3B-Instruct_EgoOwn_Single_score.json,0.30254184748915064,1.0,3226,0.2805194805194805,0.3767,1155,0.17513949163050216,0.013071895424836602,0.0255,1224,0.008989460632362058,0.9096126255380201,0.3902,697,0.7913825170489771,0.013333333333333334,0.0175,150,0.024488530688158712,0.2025,0.0253,0.0133,0.025,0.3352272727272727,1584.0,0.26818515797207937,1361.0,0.3728813559322034,177.0,0.1346153846153846,104.0,0.29886194952993567,2021.0,0.32503660322108346,683.0,0.28735632183908044,522.0,,,,,,
Qwen2.5-VL-3B-Instruct,EgoOwn,sparse,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T16:16:34+00:00,Qwen2.5-VL-3B-Instruct/Qwen2.5-VL-3B-Instruct_EgoOwn_score.json,0.33498605515959096,1.0,3227,0.379757785467128,0.4688,1156,0.22218779051750853,0.02287581699346405,0.0441,1224,0.014254725751471955,0.8809182209469153,0.3938,697,0.7502324140068175,0.0,0.0,150,0.013325069724202046,0.2267,0.0,0.0,0.014,0.3819444444444444,1584.0,0.2907488986784141,1362.0,0.3898305084745763,177.0,0.10576923076923077,104.0,0.293419099455715,2021.0,0.34992679355783307,683.0,0.47609942638623326,523.0,,,,,,
T20260719-094639,EgoOwn_Blind,blind,v2-2026-07-04,0,human_label,a571aa6,2026-07-19T16:30:41+00:00,Qwen2.5-VL-3B-Instruct/T20260719-094639/Qwen2.5-VL-3B-Instruct_EgoOwn_Blind_score.json,0.33250697242020455,1.0,3227,0.7249134948096886,0.4861,1156,0.7102572048342113,0.0718954248366013,0.1298,1224,0.040904865199876045,0.17360114777618366,0.2398,697,0.09668422683607066,0.17333333333333334,0.0811,150,0.15215370312984197,0.2342,0.053,0.1733,0.1511,0.37247474747474746,1584.0,0.290014684287812,1362.0,0.3898305084745763,177.0,0.18269230769230768,104.0,0.19445818901533893,2021.0,0.5519765739385066,683.0,0.5793499043977055,523.0,,,,,,
